,Contig,Len,sum of seq lens in model,Coverage,Genome
422,5235_5_12.contig00423,3806,3807.0,1.0,5235_5_12
423,5235_5_12.contig00424,3796,3799.0,1.0,5235_5_12
424,5235_5_12.contig00425,3787,3789.0,1.0,5235_5_12
425,5235_5_12.contig00426,3773,3777.0,1.0,5235_5_12
426,5235_5_12.contig00427,3767,3769.0,1.0,5235_5_12
427,5235_5_12.contig00428,3752,3755.0,1.0,5235_5_12
428,5235_5_12.contig00429,3747,3752.0,1.0,5235_5_12
429,5235_5_12.contig00430,3732,3735.0,1.0,5235_5_12
430,5235_5_12.contig00431,3681,3682.0,1.0,5235_5_12
431,5235_5_12.contig00432,3672,3675.0,1.0,5235_5_12
432,5235_5_12.contig00433,3647,3651.0,1.0,5235_5_12
433,5235_5_12.contig00434,3645,3651.0,1.0,5235_5_12
434,5235_5_12.contig00435,3635,3636.0,1.0,5235_5_12
435,5235_5_12.contig00436,3599,3602.0,1.0,5235_5_12
436,5235_5_12.contig00437,3590,3592.0,1.0,5235_5_12
437,5235_5_12.contig00438,3583,3587.0,1.0,5235_5_12
438,5235_5_12.contig00439,3565,3568.0,1.0,5235_5_12
439,5235_5_12.contig00440,3536,3538.0,1.0,5235_5_12
440,5235_5_12.contig00441,3528,3531.0,1.0,5235_5_12
441,5235_5_12.contig00442,3516,3518.0,1.0,5235_5_12
442,5235_5_12.contig00443,3506,3507.0,1.0,5235_5_12
443,5235_5_12.contig00444,3500,3502.0,1.0,5235_5_12
444,5235_5_12.contig00445,3489,3491.0,1.0,5235_5_12
445,5235_5_12.contig00446,3436,3438.0,1.0,5235_5_12
446,5235_5_12.contig00447,3418,3419.0,1.0,5235_5_12
447,5235_5_12.contig00448,3362,3364.0,1.0,5235_5_12
448,5235_5_12.contig00449,3359,3362.0,1.0,5235_5_12
449,5235_5_12.contig00450,3356,3357.0,1.0,5235_5_12
450,5235_5_12.contig00451,3345,3346.0,1.0,5235_5_12
451,5235_5_12.contig00452,3345,3346.0,1.0,5235_5_12
452,5235_5_12.contig00453,3333,3335.0,1.0,5235_5_12
453,5235_5_12.contig00454,3303,3305.0,1.0,5235_5_12
454,5235_5_12.contig00455,3296,3298.0,1.0,5235_5_12
455,5235_5_12.contig00456,3256,3257.0,1.0,5235_5_12
456,5235_5_12.contig00457,3246,3248.0,1.0,5235_5_12
457,5235_5_12.contig00458,3242,3246.0,1.0,5235_5_12
458,5235_5_12.contig00459,3241,3244.0,1.0,5235_5_12
459,5235_5_12.contig00460,3240,3242.0,1.0,5235_5_12
460,5235_5_12.contig00461,3237,3238.0,1.0,5235_5_12
461,5235_5_12.contig00462,3237,3239.0,1.0,5235_5_12
462,5235_5_12.contig00463,3225,3231.0,1.0,5235_5_12
463,5235_5_12.contig00464,3224,3226.0,1.0,5235_5_12
464,5235_5_12.contig00465,3213,3215.0,1.0,5235_5_12
465,5235_5_12.contig00466,3195,3198.0,1.0,5235_5_12
466,5235_5_12.contig00467,3155,3156.0,1.0,5235_5_12
467,5235_5_12.contig00468,3131,3132.0,1.0,5235_5_12
468,5235_5_12.contig00469,3129,3130.0,1.0,5235_5_12
469,5235_5_12.contig00470,3124,3125.0,1.0,5235_5_12
470,5235_5_12.contig00471,3106,3109.0,1.0,5235_5_12
471,5235_5_12.contig00472,3095,3096.0,1.0,5235_5_12
472,5235_5_12.contig00473,3070,3071.0,1.0,5235_5_12
473,5235_5_12.contig00474,3068,3069.0,1.0,5235_5_12
474,5235_5_12.contig00475,3058,3059.0,1.0,5235_5_12
475,5235_5_12.contig00476,3056,3057.0,1.0,5235_5_12
476,5235_5_12.contig00477,3042,3043.0,1.0,5235_5_12
477,5235_5_12.contig00478,3036,3039.0,1.0,5235_5_12
478,5235_5_12.contig00479,3004,3005.0,1.0,5235_5_12
479,5235_5_12.contig00480,2972,2973.0,1.0,5235_5_12
480,5235_5_12.contig00481,2947,2948.0,1.0,5235_5_12
481,5235_5_12.contig00482,2946,2950.0,1.0,5235_5_12
482,5235_5_12.contig00483,2941,2942.0,1.0,5235_5_12
483,5235_5_12.contig00484,2940,2942.0,1.0,5235_5_12
484,5235_5_12.contig00485,2924,2925.0,1.0,5235_5_12
485,5235_5_12.contig00486,2906,2909.0,1.0,5235_5_12
486,5235_5_12.contig00487,2903,2904.0,1.0,5235_5_12
487,5235_5_12.contig00488,2870,2873.0,1.0,5235_5_12
488,5235_5_12.contig00489,2850,2851.0,1.0,5235_5_12
489,5235_5_12.contig00490,2838,2840.0,1.0,5235_5_12
490,5235_5_12.contig00491,2799,2800.0,1.0,5235_5_12
491,5235_5_12.contig00492,2787,2789.0,1.0,5235_5_12
492,5235_5_12.contig00493,2784,2785.0,1.0,5235_5_12
493,5235_5_12.contig00494,2782,2783.0,1.0,5235_5_12
494,5235_5_12.contig00495,2780,2781.0,1.0,5235_5_12
495,5235_5_12.contig00496,2779,2782.0,1.0,5235_5_12
496,5235_5_12.contig00497,2770,2774.0,1.0,5235_5_12
497,5235_5_12.contig00498,2754,2756.0,1.0,5235_5_12
498,5235_5_12.contig00499,2735,2736.0,1.0,5235_5_12
499,5235_5_12.contig00500,2729,2731.0,1.0,5235_5_12
500,5235_5_12.contig00501,2707,2708.0,1.0,5235_5_12
501,5235_5_12.contig00502,2695,2696.0,1.0,5235_5_12
502,5235_5_12.contig00503,2648,2652.0,1.0,5235_5_12
503,5235_5_12.contig00504,2627,2628.0,1.0,5235_5_12
504,5235_5_12.contig00505,2621,2622.0,1.0,5235_5_12
505,5235_5_12.contig00506,2616,2617.0,1.0,5235_5_12
506,5235_5_12.contig00507,2616,2617.0,1.0,5235_5_12
507,5235_5_12.contig00508,2599,2600.0,1.0,5235_5_12
508,5235_5_12.contig00509,2597,2598.0,1.0,5235_5_12
509,5235_5_12.contig00510,2595,2597.0,1.0,5235_5_12
510,5235_5_12.contig00511,2590,2591.0,1.0,5235_5_12
511,5235_5_12.contig00512,2560,2561.0,1.0,5235_5_12
512,5235_5_12.contig00513,2550,2551.0,1.0,5235_5_12
513,5235_5_12.contig00514,2546,2547.0,1.0,5235_5_12
514,5235_5_12.contig00515,2518,2519.0,1.0,5235_5_12
515,5235_5_12.contig00516,2517,2518.0,1.0,5235_5_12
516,5235_5_12.contig00517,2509,2510.0,1.0,5235_5_12
517,5235_5_12.contig00518,2485,2486.0,1.0,5235_5_12
518,5235_5_12.contig00519,2482,2484.0,1.0,5235_5_12
519,5235_5_12.contig00520,2480,2481.0,1.0,5235_5_12
520,5235_5_12.contig00521,2472,2473.0,1.0,5235_5_12
521,5235_5_12.contig00522,2464,2466.0,1.0,5235_5_12
522,5235_5_12.contig00523,2462,2463.0,1.0,5235_5_12
523,5235_5_12.contig00524,2453,2454.0,1.0,5235_5_12
524,5235_5_12.contig00525,2441,2442.0,1.0,5235_5_12
525,5235_5_12.contig00526,2439,2440.0,1.0,5235_5_12
526,5235_5_12.contig00527,2437,2439.0,1.0,5235_5_12
527,5235_5_12.contig00528,2437,2439.0,1.0,5235_5_12
528,5235_5_12.contig00529,2415,2416.0,1.0,5235_5_12
529,5235_5_12.contig00530,2415,2416.0,1.0,5235_5_12
530,5235_5_12.contig00531,2412,2413.0,1.0,5235_5_12
531,5235_5_12.contig00532,2381,2382.0,1.0,5235_5_12
532,5235_5_12.contig00533,2381,2384.0,1.0,5235_5_12
533,5235_5_12.contig00534,2375,2376.0,1.0,5235_5_12
534,5235_5_12.contig00535,2362,2363.0,1.0,5235_5_12
535,5235_5_12.contig00536,2362,2364.0,1.0,5235_5_12
536,5235_5_12.contig00537,2355,2356.0,1.0,5235_5_12
537,5235_5_12.contig00538,2354,2355.0,1.0,5235_5_12
538,5235_5_12.contig00539,2352,2353.0,1.0,5235_5_12
539,5235_5_12.contig00540,2341,2342.0,1.0,5235_5_12
540,5235_5_12.contig00541,2340,2344.0,1.0,5235_5_12
541,5235_5_12.contig00542,2316,2317.0,1.0,5235_5_12
542,5235_5_12.contig00543,2311,2312.0,1.0,5235_5_12
543,5235_5_12.contig00544,2302,2303.0,1.0,5235_5_12
544,5235_5_12.contig00545,2279,2281.0,1.0,5235_5_12
545,5235_5_12.contig00546,2275,2277.0,1.0,5235_5_12
546,5235_5_12.contig00547,2256,2259.0,1.0,5235_5_12
547,5235_5_12.contig00548,2243,2244.0,1.0,5235_5_12
548,5235_5_12.contig00549,2232,2233.0,1.0,5235_5_12
549,5235_5_12.contig00550,2231,2232.0,1.0,5235_5_12
550,5235_5_12.contig00551,2206,2207.0,1.0,5235_5_12
551,5235_5_12.contig00552,2186,2187.0,1.0,5235_5_12
552,5235_5_12.contig00553,2185,2186.0,1.0,5235_5_12
553,5235_5_12.contig00554,2179,2180.0,1.0,5235_5_12
554,5235_5_12.contig00555,2177,2178.0,1.0,5235_5_12
555,5235_5_12.contig00556,2171,2172.0,1.0,5235_5_12
556,5235_5_12.contig00557,2165,2166.0,1.0,5235_5_12
557,5235_5_12.contig00558,2157,2158.0,1.0,5235_5_12
558,5235_5_12.contig00559,2153,2154.0,1.0,5235_5_12
559,5235_5_12.contig00560,2149,2150.0,1.0,5235_5_12
560,5235_5_12.contig00561,2131,2132.0,1.0,5235_5_12
561,5235_5_12.contig00562,2125,2126.0,1.0,5235_5_12
562,5235_5_12.contig00563,2099,2100.0,1.0,5235_5_12
563,5235_5_12.contig00564,2099,2100.0,1.0,5235_5_12
564,5235_5_12.contig00565,2085,2086.0,1.0,5235_5_12
565,5235_5_12.contig00566,2083,2084.0,1.0,5235_5_12
566,5235_5_12.contig00567,2076,2077.0,1.0,5235_5_12
567,5235_5_12.contig00568,2068,2069.0,1.0,5235_5_12
568,5235_5_12.contig00569,2064,2065.0,1.0,5235_5_12
569,5235_5_12.contig00570,2052,2053.0,1.0,5235_5_12
570,5235_5_12.contig00571,2046,2047.0,1.0,5235_5_12
571,5235_5_12.contig00572,2040,2041.0,1.0,5235_5_12
572,5235_5_12.contig00573,2037,2038.0,1.0,5235_5_12
573,5235_5_12.contig00574,2021,2022.0,1.0,5235_5_12
574,5235_5_12.contig00575,2019,2020.0,1.0,5235_5_12
575,5235_5_12.contig00576,2017,2018.0,1.0,5235_5_12
576,5235_5_12.contig00577,2011,2012.0,1.0,5235_5_12
577,5235_5_12.contig00578,2005,2006.0,1.0,5235_5_12
578,5235_5_12.contig00579,1988,1989.0,1.0,5235_5_12
579,5235_5_12.contig00580,1987,1988.0,1.0,5235_5_12
580,5235_5_12.contig00581,1959,1960.0,1.0,5235_5_12
581,5235_5_12.contig00582,1946,1947.0,1.0,5235_5_12
582,5235_5_12.contig00583,1940,1941.0,1.0,5235_5_12
583,5235_5_12.contig00584,1937,1938.0,1.0,5235_5_12
584,5235_5_12.contig00585,1869,1870.0,1.0,5235_5_12
585,5235_5_12.contig00586,1855,1856.0,1.0,5235_5_12
586,5235_5_12.contig00587,1855,1856.0,1.0,5235_5_12
587,5235_5_12.contig00588,1850,1851.0,1.0,5235_5_12
588,5235_5_12.contig00589,1844,1845.0,1.0,5235_5_12
589,5235_5_12.contig00590,1831,1832.0,1.0,5235_5_12
590,5235_5_12.contig00591,1826,1827.0,1.0,5235_5_12
591,5235_5_12.contig00592,1825,1826.0,1.0,5235_5_12
592,5235_5_12.contig00593,1807,1808.0,1.0,5235_5_12
593,5235_5_12.contig00594,1798,1799.0,1.0,5235_5_12
594,5235_5_12.contig00595,1793,1794.0,1.0,5235_5_12
595,5235_5_12.contig00596,1779,1780.0,1.0,5235_5_12
596,5235_5_12.contig00597,1777,1778.0,1.0,5235_5_12
597,5235_5_12.contig00598,1767,1768.0,1.0,5235_5_12
598,5235_5_12.contig00599,1766,1767.0,1.0,5235_5_12
599,5235_5_12.contig00600,1764,1765.0,1.0,5235_5_12
600,5235_5_12.contig00601,1761,1762.0,1.0,5235_5_12
601,5235_5_12.contig00602,1758,1759.0,1.0,5235_5_12
602,5235_5_12.contig00603,1758,1759.0,1.0,5235_5_12
603,5235_5_12.contig00604,1748,1749.0,1.0,5235_5_12
604,5235_5_12.contig00605,1742,1743.0,1.0,5235_5_12
605,5235_5_12.contig00606,1730,1731.0,1.0,5235_5_12
606,5235_5_12.contig00607,1713,1714.0,1.0,5235_5_12
607,5235_5_12.contig00608,1712,1713.0,1.0,5235_5_12
608,5235_5_12.contig00609,1705,1706.0,1.0,5235_5_12
609,5235_5_12.contig00610,1696,1697.0,1.0,5235_5_12
610,5235_5_12.contig00611,1695,1696.0,1.0,5235_5_12
611,5235_5_12.contig00612,1681,1682.0,1.0,5235_5_12
612,5235_5_12.contig00613,1674,1675.0,1.0,5235_5_12
613,5235_5_12.contig00614,1673,1674.0,1.0,5235_5_12
614,5235_5_12.contig00615,1664,1665.0,1.0,5235_5_12
615,5235_5_12.contig00616,1655,1656.0,1.0,5235_5_12
616,5235_5_12.contig00617,1639,1640.0,1.0,5235_5_12
617,5235_5_12.contig00618,1633,1634.0,1.0,5235_5_12
618,5235_5_12.contig00619,1627,1628.0,1.0,5235_5_12
619,5235_5_12.contig00620,1623,1624.0,1.0,5235_5_12
620,5235_5_12.contig00621,1614,1615.0,1.0,5235_5_12
621,5235_5_12.contig00622,1612,1613.0,1.0,5235_5_12
622,5235_5_12.contig00623,1608,1609.0,1.0,5235_5_12
623,5235_5_12.contig00624,1600,1601.0,1.0,5235_5_12
624,5235_5_12.contig00625,1594,1595.0,1.0,5235_5_12
625,5235_5_12.contig00626,1592,1593.0,1.0,5235_5_12
626,5235_5_12.contig00627,1587,1588.0,1.0,5235_5_12
627,5235_5_12.contig00628,1582,1583.0,1.0,5235_5_12
628,5235_5_12.contig00629,1569,1570.0,1.0,5235_5_12
629,5235_5_12.contig00630,1569,1570.0,1.0,5235_5_12
630,5235_5_12.contig00631,1560,1561.0,1.0,5235_5_12
631,5235_5_12.contig00632,1549,1550.0,1.0,5235_5_12
632,5235_5_12.contig00633,1548,1549.0,1.0,5235_5_12
633,5235_5_12.contig00634,1541,1542.0,1.0,5235_5_12
634,5235_5_12.contig00635,1529,1530.0,1.0,5235_5_12
635,5235_5_12.contig00636,1524,1525.0,1.0,5235_5_12
636,5235_5_12.contig00637,1502,1503.0,1.0,5235_5_12
637,5235_5_12.contig00638,1501,1502.0,1.0,5235_5_12
638,5235_5_12.contig00639,1493,1494.0,1.0,5235_5_12
639,5235_5_12.contig00640,1488,1489.0,1.0,5235_5_12
640,5235_5_12.contig00641,1481,1482.0,1.0,5235_5_12
641,5235_5_12.contig00642,1464,1465.0,1.0,5235_5_12
642,5235_5_12.contig00643,1452,1453.0,1.0,5235_5_12
643,5235_5_12.contig00644,1451,1452.0,1.0,5235_5_12
644,5235_5_12.contig00645,1451,1452.0,1.0,5235_5_12
645,5235_5_12.contig00646,1445,1446.0,1.0,5235_5_12
646,5235_5_12.contig00647,1445,1446.0,1.0,5235_5_12
647,5235_5_12.contig00648,1442,1443.0,1.0,5235_5_12
648,5235_5_12.contig00649,1441,1442.0,1.0,5235_5_12
649,5235_5_12.contig00650,1431,1432.0,1.0,5235_5_12
650,5235_5_12.contig00651,1419,1420.0,1.0,5235_5_12
651,5235_5_12.contig00652,1410,1411.0,1.0,5235_5_12
652,5235_5_12.contig00653,1387,1388.0,1.0,5235_5_12
653,5235_5_12.contig00654,1381,1382.0,1.0,5235_5_12
654,5235_5_12.contig00655,1373,1374.0,1.0,5235_5_12
655,5235_5_12.contig00656,1372,1373.0,1.0,5235_5_12
656,5235_5_12.contig00657,1361,1362.0,1.0,5235_5_12
657,5235_5_12.contig00658,1357,1358.0,1.0,5235_5_12
658,5235_5_12.contig00659,1349,1350.0,1.0,5235_5_12
659,5235_5_12.contig00660,1329,1330.0,1.0,5235_5_12
660,5235_5_12.contig00661,1329,1330.0,1.0,5235_5_12
661,5235_5_12.contig00662,1328,1329.0,1.0,5235_5_12
662,5235_5_12.contig00663,1321,1322.0,1.0,5235_5_12
663,5235_5_12.contig00664,1310,1311.0,1.0,5235_5_12
664,5235_5_12.contig00665,1308,1309.0,1.0,5235_5_12
665,5235_5_12.contig00666,1306,1307.0,1.0,5235_5_12
666,5235_5_12.contig00667,1306,1307.0,1.0,5235_5_12
667,5235_5_12.contig00668,1305,1306.0,1.0,5235_5_12
668,5235_5_12.contig00669,1296,1297.0,1.0,5235_5_12
669,5235_5_12.contig00670,1296,1297.0,1.0,5235_5_12
670,5235_5_12.contig00671,1295,1296.0,1.0,5235_5_12
671,5235_5_12.contig00672,1294,1295.0,1.0,5235_5_12
672,5235_5_12.contig00673,1284,1285.0,1.0,5235_5_12
673,5235_5_12.contig00674,1284,1285.0,1.0,5235_5_12
674,5235_5_12.contig00675,1279,1280.0,1.0,5235_5_12
675,5235_5_12.contig00676,1274,1275.0,1.0,5235_5_12
676,5235_5_12.contig00677,1253,1254.0,1.0,5235_5_12
677,5235_5_12.contig00678,1249,1250.0,1.0,5235_5_12
678,5235_5_12.contig00679,1249,1250.0,1.0,5235_5_12
679,5235_5_12.contig00680,1242,1243.0,1.0,5235_5_12
680,5235_5_12.contig00681,1222,1223.0,1.0,5235_5_12
681,5235_5_12.contig00682,1222,1223.0,1.0,5235_5_12
682,5235_5_12.contig00683,1212,1213.0,1.0,5235_5_12
683,5235_5_12.contig00684,1192,1193.0,1.0,5235_5_12
684,5235_5_12.contig00685,1191,1192.0,1.0,5235_5_12
685,5235_5_12.contig00686,1188,1189.0,1.0,5235_5_12
686,5235_5_12.contig00687,1186,1187.0,1.0,5235_5_12
687,5235_5_12.contig00688,1181,1182.0,1.0,5235_5_12
688,5235_5_12.contig00689,1175,1176.0,1.0,5235_5_12
689,5235_5_12.contig00690,1172,1173.0,1.0,5235_5_12
690,5235_5_12.contig00691,1169,1170.0,1.0,5235_5_12
691,5235_5_12.contig00692,1165,1166.0,1.0,5235_5_12
692,5235_5_12.contig00693,1162,1163.0,1.0,5235_5_12
693,5235_5_12.contig00694,1158,1159.0,1.0,5235_5_12
694,5235_5_12.contig00695,1156,1157.0,1.0,5235_5_12
695,5235_5_12.contig00696,1156,1157.0,1.0,5235_5_12
696,5235_5_12.contig00697,1140,1141.0,1.0,5235_5_12
697,5235_5_12.contig00698,1140,1141.0,1.0,5235_5_12
698,5235_5_12.contig00699,1136,1137.0,1.0,5235_5_12
699,5235_5_12.contig00700,1134,1135.0,1.0,5235_5_12
700,5235_5_12.contig00701,1131,1132.0,1.0,5235_5_12
701,5235_5_12.contig00702,1119,1120.0,1.0,5235_5_12
702,5235_5_12.contig00703,1117,1118.0,1.0,5235_5_12
703,5235_5_12.contig00704,1106,1107.0,1.0,5235_5_12
704,5235_5_12.contig00705,1105,1106.0,1.0,5235_5_12
705,5235_5_12.contig00706,1104,1105.0,1.0,5235_5_12
706,5235_5_12.contig00707,1100,1101.0,1.0,5235_5_12
707,5235_5_12.contig00708,1096,1097.0,1.0,5235_5_12
708,5235_5_12.contig00709,1093,1094.0,1.0,5235_5_12
709,5235_5_12.contig00710,1083,1084.0,1.0,5235_5_12
710,5235_5_12.contig00711,1081,1082.0,1.0,5235_5_12
711,5235_5_12.contig00712,1056,1057.0,1.0,5235_5_12
712,5235_5_12.contig00713,1051,1052.0,1.0,5235_5_12
713,5235_5_12.contig00714,1044,1045.0,1.0,5235_5_12
714,5235_5_12.contig00715,1043,1044.0,1.0,5235_5_12
715,5235_5_12.contig00716,1037,1038.0,1.0,5235_5_12
716,5235_5_12.contig00717,1034,1035.0,1.0,5235_5_12
717,5235_5_12.contig00718,1028,1029.0,1.0,5235_5_12
718,5235_5_12.contig00719,1020,0.0,0.0,5235_5_12
719,5235_5_12.contig00720,1019,0.0,0.0,5235_5_12
720,5235_5_12.contig00721,1013,1014.0,1.0,5235_5_12
721,5235_5_12.contig00722,1007,1008.0,1.0,5235_5_12
722,5235_5_12.contig00723,1001,1002.0,1.0,5235_5_12
723,5235_5_12.contig00724,999,1000.0,1.0,5235_5_12
724,5235_5_12.contig00725,997,998.0,1.0,5235_5_12
725,5235_5_12.contig00726,992,993.0,1.0,5235_5_12
726,5235_5_12.contig00727,992,993.0,1.0,5235_5_12
727,5235_5_12.contig00728,992,993.0,1.0,5235_5_12
728,5235_5_12.contig00729,989,990.0,1.0,5235_5_12
729,5235_5_12.contig00730,984,985.0,1.0,5235_5_12
730,5235_5_12.contig00731,978,979.0,1.0,5235_5_12
731,5235_5_12.contig00732,977,978.0,1.0,5235_5_12
732,5235_5_12.contig00733,976,977.0,1.0,5235_5_12
733,5235_5_12.contig00734,962,963.0,1.0,5235_5_12
734,5235_5_12.contig00735,956,957.0,1.0,5235_5_12
735,5235_5_12.contig00736,943,944.0,1.0,5235_5_12
736,5235_5_12.contig00737,935,936.0,1.0,5235_5_12
737,5235_5_12.contig00738,929,930.0,1.0,5235_5_12
738,5235_5_12.contig00739,924,925.0,1.0,5235_5_12
739,5235_5_12.contig00740,920,921.0,1.0,5235_5_12
740,5235_5_12.contig00741,918,919.0,1.0,5235_5_12
741,5235_5_12.contig00742,914,915.0,1.0,5235_5_12
742,5235_5_12.contig00743,913,914.0,1.0,5235_5_12
743,5235_5_12.contig00744,911,912.0,1.0,5235_5_12
744,5235_5_12.contig00745,894,895.0,1.0,5235_5_12
745,5235_5_12.contig00746,887,888.0,1.0,5235_5_12
746,5235_5_12.contig00747,884,885.0,1.0,5235_5_12
747,5235_5_12.contig00748,881,882.0,1.0,5235_5_12
748,5235_5_12.contig00749,873,874.0,1.0,5235_5_12
749,5235_5_12.contig00750,865,866.0,1.0,5235_5_12
750,5235_5_12.contig00751,864,865.0,1.0,5235_5_12
751,5235_5_12.contig00752,844,845.0,1.0,5235_5_12
752,5235_5_12.contig00753,844,845.0,1.0,5235_5_12
753,5235_5_12.contig00754,843,844.0,1.0,5235_5_12
754,5235_5_12.contig00755,841,842.0,1.0,5235_5_12
755,5235_5_12.contig00756,831,832.0,1.0,5235_5_12
756,5235_5_12.contig00757,826,827.0,1.0,5235_5_12
757,5235_5_12.contig00758,820,821.0,1.0,5235_5_12
758,5235_5_12.contig00759,811,812.0,1.0,5235_5_12
759,5235_5_12.contig00760,810,811.0,1.0,5235_5_12
760,5235_5_12.contig00761,810,811.0,1.0,5235_5_12
761,5235_5_12.contig00762,800,801.0,1.0,5235_5_12
762,5235_5_12.contig00763,795,796.0,1.0,5235_5_12
763,5235_5_12.contig00764,794,795.0,1.0,5235_5_12
764,5235_5_12.contig00765,792,793.0,1.0,5235_5_12
765,5235_5_12.contig00766,786,787.0,1.0,5235_5_12
766,5235_5_12.contig00767,784,785.0,1.0,5235_5_12
767,5235_5_12.contig00768,771,772.0,1.0,5235_5_12
768,5235_5_12.contig00769,767,768.0,1.0,5235_5_12
769,5235_5_12.contig00770,767,768.0,1.0,5235_5_12
770,5235_5_12.contig00771,763,764.0,1.0,5235_5_12
771,5235_5_12.contig00772,759,760.0,1.0,5235_5_12
772,5235_5_12.contig00773,758,759.0,1.0,5235_5_12
773,5235_5_12.contig00774,757,758.0,1.0,5235_5_12
774,5235_5_12.contig00775,756,757.0,1.0,5235_5_12
775,5235_5_12.contig00776,755,756.0,1.0,5235_5_12
776,5235_5_12.contig00777,746,747.0,1.0,5235_5_12
777,5235_5_12.contig00778,740,741.0,1.0,5235_5_12
778,5235_5_12.contig00779,738,739.0,1.0,5235_5_12
779,5235_5_12.contig00780,737,738.0,1.0,5235_5_12
780,5235_5_12.contig00781,732,733.0,1.0,5235_5_12
781,5235_5_12.contig00782,729,730.0,1.0,5235_5_12
782,5235_5_12.contig00783,722,723.0,1.0,5235_5_12
783,5235_5_12.contig00784,720,721.0,1.0,5235_5_12
784,5235_5_12.contig00785,717,718.0,1.0,5235_5_12
785,5235_5_12.contig00786,712,713.0,1.0,5235_5_12
786,5235_5_12.contig00787,710,711.0,1.0,5235_5_12
787,5235_5_12.contig00788,709,710.0,1.0,5235_5_12
788,5235_5_12.contig00789,697,698.0,1.0,5235_5_12
789,5235_5_12.contig00790,693,694.0,1.0,5235_5_12
790,5235_5_12.contig00791,691,692.0,1.0,5235_5_12
791,5235_5_12.contig00792,687,688.0,1.0,5235_5_12
792,5235_5_12.contig00793,685,686.0,1.0,5235_5_12
793,5235_5_12.contig00794,681,682.0,1.0,5235_5_12
794,5235_5_12.contig00795,677,678.0,1.0,5235_5_12
795,5235_5_12.contig00796,675,676.0,1.0,5235_5_12
796,5235_5_12.contig00797,672,673.0,1.0,5235_5_12
797,5235_5_12.contig00798,664,665.0,1.0,5235_5_12
798,5235_5_12.contig00799,663,664.0,1.0,5235_5_12
799,5235_5_12.contig00800,662,663.0,1.0,5235_5_12
800,5235_5_12.contig00801,649,650.0,1.0,5235_5_12
801,5235_5_12.contig00802,647,648.0,1.0,5235_5_12
802,5235_5_12.contig00803,630,631.0,1.0,5235_5_12
803,5235_5_12.contig00804,625,626.0,1.0,5235_5_12
804,5235_5_12.contig00805,615,616.0,1.0,5235_5_12
805,5235_5_12.contig00806,613,614.0,1.0,5235_5_12
806,5235_5_12.contig00807,612,613.0,1.0,5235_5_12
807,5235_5_12.contig00808,611,612.0,1.0,5235_5_12
808,5235_5_12.contig00809,610,611.0,1.0,5235_5_12
809,5235_5_12.contig00810,602,603.0,1.0,5235_5_12
810,5235_5_12.contig00811,599,600.0,1.0,5235_5_12
811,5235_5_12.contig00812,589,590.0,1.0,5235_5_12
812,5235_5_12.contig00813,585,586.0,1.0,5235_5_12
813,5235_5_12.contig00814,575,576.0,1.0,5235_5_12
814,5235_5_12.contig00815,565,566.0,1.0,5235_5_12
815,5235_5_12.contig00816,565,566.0,1.0,5235_5_12
816,5235_5_12.contig00817,565,566.0,1.0,5235_5_12
817,5235_5_12.contig00818,560,561.0,1.0,5235_5_12
818,5235_5_12.contig00819,546,547.0,1.0,5235_5_12
819,5235_5_12.contig00820,540,541.0,1.0,5235_5_12
820,5235_5_12.contig00821,539,540.0,1.0,5235_5_12
821,5235_5_12.contig00822,537,538.0,1.0,5235_5_12
822,5235_5_12.contig00823,536,537.0,1.0,5235_5_12
823,5235_5_12.contig00824,534,535.0,1.0,5235_5_12
824,5235_5_12.contig00825,529,530.0,1.0,5235_5_12
825,5235_5_12.contig00826,526,527.0,1.0,5235_5_12
826,5235_5_12.contig00827,515,516.0,1.0,5235_5_12
827,5235_5_12.contig00828,513,514.0,1.0,5235_5_12
828,5235_5_12.contig00829,510,511.0,1.0,5235_5_12
829,5235_5_12.contig00830,506,507.0,1.0,5235_5_12
830,5235_5_12.contig00831,502,503.0,1.0,5235_5_12
831,5235_5_12.contig00832,498,499.0,1.0,5235_5_12
832,5235_5_12.contig00833,496,497.0,1.0,5235_5_12
833,5235_5_12.contig00834,494,495.0,1.0,5235_5_12
834,5235_5_12.contig00835,493,494.0,1.0,5235_5_12
835,5235_5_12.contig00836,493,494.0,1.0,5235_5_12
836,5235_5_12.contig00837,493,494.0,1.0,5235_5_12
837,5235_5_12.contig00838,488,489.0,1.0,5235_5_12
838,5235_5_12.contig00839,486,487.0,1.0,5235_5_12
839,5235_5_12.contig00840,485,486.0,1.0,5235_5_12
840,5235_5_12.contig00841,485,486.0,1.0,5235_5_12
841,5235_5_12.contig00842,484,485.0,1.0,5235_5_12
842,5235_5_12.contig00843,483,484.0,1.0,5235_5_12
843,5235_5_12.contig00844,482,483.0,1.0,5235_5_12
844,5235_5_12.contig00845,469,470.0,1.0,5235_5_12
845,5235_5_12.contig00846,467,468.0,1.0,5235_5_12
846,5235_5_12.contig00847,466,467.0,1.0,5235_5_12
847,5235_5_12.contig00848,463,464.0,1.0,5235_5_12
848,5235_5_12.contig00849,463,464.0,1.0,5235_5_12
849,5235_5_12.contig00850,459,460.0,1.0,5235_5_12
850,5235_5_12.contig00851,458,459.0,1.0,5235_5_12
851,5235_5_12.contig00852,454,455.0,1.0,5235_5_12
852,5235_5_12.contig00853,449,450.0,1.0,5235_5_12
